Id,Url,Title,Artist,Mood,Rate
8431767,http://e-cdn-preview-3.deezer.com/stream/3e3415152a48af69d0fd85086596e2ec-1.mp3,Earth And Water,Ten point Ten,혐오,4.64
8458109,http://e-cdn-preview-2.deezer.com/stream/2ce8b17143f269862db2238fafa626ad-1.mp3,Desert of Hope,Friend,기대,4.43
8478319,http://e-cdn-preview-3.deezer.com/stream/3111af026e0c432518dc1518a9172d63-0.mp3,Super Duper Christmas (Klubjumpers Extended Mix),Yumm Yumm,기쁨,4.11
8524489,http://e-cdn-preview-3.deezer.com/stream/3ec587c983b861bf6a2c70cb25bc8544-0.mp3,Peace,Stanford Green,혐오,3.60
8570739,http://e-cdn-preview-9.deezer.com/stream/9e59cfbd5314f53f824d2e3cb6d91373-1.mp3,Sometimes You Gotta Let Them Go,Slabtown,기대,3.96
8599257,http://e-cdn-preview-8.deezer.com/stream/8525abb5295491bedc7653e74b3b9cfd-0.mp3,Losing U (feat. Blackwater),Shirelda,놀라움,2.57
8629910,http://e-cdn-preview-d.deezer.com/stream/de4df1cc719626dafe6d2d729ec7132c-0.mp3,Dark Corners,Marilynn Seits, Peter Ponzol, Abbey Rader,신뢰,2.75
8642307,http://e-cdn-preview-3.deezer.com/stream/350d99e34203514a8a46e736d10ed757-2.mp3,Start It Up,Scott Buck Trio,신뢰,4.30
8647650,http://e-cdn-preview-d.deezer.com/stream/d0b9fc33e558e3c6d230f80c2aac81bf-0.mp3,Last Serpents,Sense Of Scenery,놀라움,2.69
8750746,http://e-cdn-preview-4.deezer.com/stream/40ca38d56d790842705739ff7a07ec79-0.mp3,Northern Road Home,The Raisin Pickers,신뢰,4.05
8818789,http://e-cdn-preview-b.deezer.com/stream/bd1132fb6f1cf471b33858571700f133-0.mp3,Promise of the Day,Oliver Pride,혐오,3.25
8855569,http://e-cdn-preview-a.deezer.com/stream/acb7b3e670ef33e47a4cd827ddcceac3-1.mp3,Too Close For Comfort/Mack the Knife,Nicolas King,분노,2.33
8883995,http://e-cdn-preview-c.deezer.com/stream/c26c09e6954d2832520554b3cf220e6a-0.mp3,Sarah Rose,Goh Nakamura,공포,3.83
8966603,http://e-cdn-preview-b.deezer.com/stream/b25254482345ed9b831ca80a373b1671-0.mp3,On and On,Michael D'Agostino,기쁨,2.83
8979556,http://e-cdn-preview-6.deezer.com/stream/66ff3c89d69b9cae3cdb7b0411989833-0.mp3,There Goes Happiness,Itai Freed,놀라움,2.05
9088995,http://e-cdn-preview-0.deezer.com/stream/0ee718232e91a7a04cac83ad3d5b18c7-1.mp3,Freak Me,Lil B-stone,공포,3.28
9100736,http://e-cdn-preview-a.deezer.com/stream/a622d681aa19e7e1ee7228e4ecd50853-0.mp3,Down On My Knees,Sharks,공포,2.67
9103959,http://e-cdn-preview-a.deezer.com/stream/aea0ae025769d3aeb890e091dd09bab1-1.mp3,Walk With Me,Lesley White,신뢰,2.03
9114730,http://e-cdn-preview-7.deezer.com/stream/76d5e863b98343b9ab5ad526480530df-0.mp3,Tea for Two,Lee Torchia,분노,2.56
9159424,http://e-cdn-preview-1.deezer.com/stream/1940c87331d6f9c9602c3254363e55a0-0.mp3,Someone- Feat. Nadiyah,KP The Specialist,신뢰,2.80
9176639,http://e-cdn-preview-4.deezer.com/stream/477d65d01ed480d785d332b2b6366fff-0.mp3,Mostly Ghostly - Exit Music,Kristen Lawrence,슬픔,4.07
9188742,http://e-cdn-preview-e.deezer.com/stream/e8810b265d5b2f4421b1922f9a97f4e8-1.mp3,Inside Your Heaven,Kimberly Ball,기대,4.00
9214703,http://e-cdn-preview-7.deezer.com/stream/7018a716eef2b2a5291371eb85a5fa8b-0.mp3,Tornadoes,Seana Carmody,신뢰,4.16
9240886,http://e-cdn-preview-f.deezer.com/stream/f7f4b9728f5192255fb200eb7b60f486-3.mp3,Rédemption,Pikto,기쁨,2.79
9331740,http://e-cdn-preview-6.deezer.com/stream/638101ed92cf4e20cb8cabbf3bce63ea-0.mp3,Maybe Its Me,J-eye,기대,2.27
9391101,http://e-cdn-preview-0.deezer.com/stream/0b1b3c8d347de08fd122244eafc7a559-0.mp3,Moonlight,Jacinta,슬픔,2.43
9420701,http://e-cdn-preview-1.deezer.com/stream/14c7d2c6bfb9a938e594e2b0d5791df2-0.mp3,Vor-tex,John EVO Lo Re,공포,3.06
9472834,http://e-cdn-preview-a.deezer.com/stream/a0997a83de3a58ea3f49e363872b6704-1.mp3,Grace,HeavensDust,신뢰,3.18
9476033,http://e-cdn-preview-2.deezer.com/stream/20dc456b44b64cd40b6938550f291217-0.mp3,There Is Only Love,Heather McCready,혐오,4.85
9566254,http://e-cdn-preview-6.deezer.com/stream/62af3e15f23ea21c3953fcb452838b5d-0.mp3,Mystic Spirit,The Giantz,기대,4.19
9597446,http://e-cdn-preview-4.deezer.com/stream/45017dd8ec68d076d8b72b75cfceacf4-0.mp3,The Hello Song,Funfit,놀라움,3.32
9627370,http://e-cdn-preview-3.deezer.com/stream/378d7616425d2d75946f2da29c88e555-0.mp3,Forever A Packer Fan,The Firm Stools,혐오,2.93
9702723,http://e-cdn-preview-9.deezer.com/stream/966f3f523c961d2b32eae80f19ab716f-0.mp3,Most Gentlemen Don't Like Love,Elaine Miles with Loyal McAvoy,놀라움,3.14
9757537,http://e-cdn-preview-c.deezer.com/stream/c2e28194e6574a8d4ada842f0b483c88-0.mp3,Nobody Wants to Be the One to Say Goodbye,Double Identity,기대,3.82
9779570,http://e-cdn-preview-2.deezer.com/stream/24e644457653506fdba2d36523e726aa-0.mp3,Orangutan,Phredd,공포,3.60
9883417,http://e-cdn-preview-8.deezer.com/stream/8d353346f5258db1e21eadd0592d6862-1.mp3,Ibiza Sunset (Ibiza Chillout Music),Musique Douce Ensemble,신뢰,4.68
9943235,http://e-cdn-preview-0.deezer.com/stream/08e83b88a1f25d5db81d7cf6b3f7afa9-3.mp3,Tu Peor Error,La 5ª Estación,놀라움,2.13
9971564,http://e-cdn-preview-c.deezer.com/stream/c549f8478cc3a72a69bbdaa92e48d2b9-3.mp3,Babe (As Made Famous By Take That),The Karaoke Crew,신뢰,3.66
10041539,http://e-cdn-preview-e.deezer.com/stream/e11c825fde2ab75832e7f92636636056-1.mp3,Through The Rain (Instrumental),Willy Cruz,분노,3.74
10127578,http://e-cdn-preview-b.deezer.com/stream/bff49de1d698636cd70048a4a298cbc7-3.mp3,Shine Like Stars,Glasvegas,슬픔,4.11
10188258,http://e-cdn-preview-4.deezer.com/stream/40c38ed2eea0c809739062c66a3cacea-1.mp3,One Last Breath,The Hit Co.,기쁨,2.85
10200421,http://ir.ii.uam.es/~ir/music/0d3cb6be424671d8b7edfa7699dc01ff-0.mp3,Mr.Paunbroker,B.B.King,분노,4.70
10206502,http://e-cdn-preview-5.deezer.com/stream/58ddb54e3d9da216f7b162d9d8902ebf-3.mp3,Silent Speech,Hands On Approach,분노,4.14
10258708,http://cdn-preview-3.deezer.com/stream/39557224525e5d5a5ce3a0b86df48713-2.mp3,Ho in mente te,Tribute Band,혐오,2.85
10287363,http://e-cdn-preview-4.deezer.com/stream/4c9c3b1fa29c99349cd165fd21ff00bd-1.mp3,Une fraction de seconde,Holden,기대,2.65
10319874,http://e-cdn-preview-5.deezer.com/stream/50dc74f25de83c3c2a1cd50b145ce421-3.mp3,Y Te Vas,Los De La Decada,기쁨,3.91
10343177,http://ir.ii.uam.es/~ir/music/716262f218e9595399d0cf2239707183-3.mp3,Cosa va di moda oggi,Bianco,기대,3.11
10353921,http://e-cdn-preview-6.deezer.com/stream/6fbc8ec59f6cf94f184750f3f827c089-2.mp3,Imagination (Club Mix),Hysterie,기대,4.48
10466925,http://e-cdn-preview-6.deezer.com/stream/687469ed20b083cee84762f897fd87ef-0.mp3,Kolestorol,Drijo,슬픔,3.10
10524260,http://ir.ii.uam.es/~ir/music/a8b3f57a34a80a122403b71f225ac749-0.mp3,Karitea,Le Rail Band,신뢰,4.54
10659848,http://e-cdn-preview-9.deezer.com/stream/9abb28791fe171353e95f0c1851bbbe1-1.mp3,The Painted Desert,101 Strings,기대,3.68
10737055,http://e-cdn-preview-5.deezer.com/stream/59216a3dd9837af50b779b52e84f2c74-3.mp3,Do That to Me One More Time,Javier Martinez Maya,분노,4.52
10752377,http://ir.ii.uam.es/~ir/music/c731855d60c47161f2300dec730b3247-0.mp3,Shades Of Scarlett Conquering,Christine Collister,혐오,4.70
11016852,http://e-cdn-preview-6.deezer.com/stream/6e9d402c19b6cd60db5598bce5a02158-2.mp3,The Air Force Song,USAF ACC Heritage of America Band,공포,3.99
11051209,http://e-cdn-preview-9.deezer.com/stream/9d01c51295d8f5eacbc2e7022e598dc9-3.mp3,As Time Goes By,Priam Keith,기쁨,4.92
11102580,http://e-cdn-preview-a.deezer.com/stream/a3f6e9404eec42901da4394db9bc629b-5.mp3,Nobody Knows,Lillian Axe,신뢰,4.26
11130036,http://e-cdn-preview-3.deezer.com/stream/3b5897e03738947a748b8203b1c67273-3.mp3,You Might Need Somebody,Top Of The Poppers,신뢰,3.11
11173693,http://e-cdn-preview-c.deezer.com/stream/cc3812701862150572ee21622da6c6e9-2.mp3,Flash Bang,James 'Trek-e' Smith,공포,4.91
11277493,http://e-cdn-preview-c.deezer.com/stream/c3d2bb27106c32c3cecbfdb9d059dece-1.mp3,13 R (Cassette version),Blå Vardag,기대,2.01
11331629,http://ir.ii.uam.es/~ir/music/76eb5f7a2b23ebdd9e2fb08bc9ccabfb-3.mp3,Rorate,Ensemble Galilei,분노,4.49
11335416,http://e-cdn-preview-b.deezer.com/stream/be643a3ea04591f0471713bfd4421c8d-5.mp3,Travelman,Chuck Jonkey,기대,4.68
11421822,http://e-cdn-preview-c.deezer.com/stream/c035bd9907722f1bceb6d925be200f23-1.mp3,Lord I Lift Your Name,K-One,신뢰,3.37
11433264,http://e-cdn-preview-8.deezer.com/stream/8a15186287807d3dc94e9a3f3eeea0bc-4.mp3,The Predatory Wasp of the Palisades Is Out To Get Us!,FourPlay String Quartet,슬픔,2.91
11435612,http://e-cdn-preview-5.deezer.com/stream/53e04cb7c55db2c3c6729223c5a453f8-3.mp3,Gracias Por llamarme Ahora,Los Montiel,기대,3.20
11517123,http://e-cdn-preview-9.deezer.com/stream/9a519116aaef190941814fdc618da5a5-3.mp3,22 Degrees (Sun Dogs),Lloop,혐오,3.47
11521425,http://e-cdn-preview-8.deezer.com/stream/85ef61d25a1464ec69d8259e7cb28a7a-0.mp3,Burn, Burn, Burn in Hell,LD & the New Criticism,슬픔,3.10
11565079,http://e-cdn-preview-7.deezer.com/stream/706d429587662eeae998e4d47639aa4f-3.mp3,Dearly Beloved,Eric Winstone,공포,2.04
11602496,http://e-cdn-preview-d.deezer.com/stream/d90e3bc0d51afff717902088cf5f769b-3.mp3,Sons Of The Free,Sally Oldfield,신뢰,4.08
11640186,http://e-cdn-preview-b.deezer.com/stream/b3172554a24389c3d4a9b32e631218a9-3.mp3,Gotta Keep Going,malichi,기쁨,3.64
11643845,http://e-cdn-preview-8.deezer.com/stream/8592c82c1685d16444bd1e5c78f70fee-4.mp3,Dear Old John,PoorEdward,놀라움,2.69
11689986,http://e-cdn-preview-4.deezer.com/stream/4293593bbac4f5084aaa39d446820c9f-1.mp3,Drunk Again,Champion Jack Dupree,분노,2.58
11725882,http://e-cdn-preview-5.deezer.com/stream/5b12f9047f5ff8f5cd008feb82eb8dd4-3.mp3,Drive Her Home,U Roy,혐오,2.63
11790246,http://e-cdn-preview-6.deezer.com/stream/6734943b00c1f81d0a223ec6bd198bc9-4.mp3,Corruption (feat. Karl Adie) (Unreleased Track 1992),As Able As Kane,슬픔,2.75
11847569,http://e-cdn-preview-1.deezer.com/stream/1f5edb7eb4e09500c791b125b239f983-4.mp3,Evening Serenade,Paul Imholte with The Spiritwood Music Northwoods Ensemble,슬픔,3.39
11856914,http://e-cdn-preview-8.deezer.com/stream/8201b640dd023ed8c441d55b434f2b2e-4.mp3,Ambition,D.O.,신뢰,4.93
11979974,http://ir.ii.uam.es/~ir/music/26e01f3de1757af86c6876724b177564-1.mp3,I Knew You When,Claude Thornhill & His Orchestra,기쁨,4.51
12119896,http://e-cdn-preview-e.deezer.com/stream/ef5683aacb98305215c0e7291035db08-2.mp3,Riding for a Fall,Johnny Clarke,신뢰,4.67
12123622,http://e-cdn-preview-4.deezer.com/stream/4324c514b3beccac8c2328233d687d09-2.mp3,Jame Daran,Hesameddin Seraj,기대,4.65
12126020,http://ir.ii.uam.es/~ir/music/efdaf599d01fd0e30473cc819c20da2b-1.mp3,Roller Coaster,Red Bacteria Vacuum,공포,3.80
12150665,http://ir.ii.uam.es/~ir/music/7bffb46fbc7eaec12122364c64e1d013-2.mp3,I Married an Angel,Ruby Braff,기쁨,3.17
12220450,http://e-cdn-preview-0.deezer.com/stream/0e58ccdba034efa7724caea9001e624b-3.mp3,Relaxation 37,Relaxation Series,놀라움,4.29
12220488,http://e-cdn-preview-d.deezer.com/stream/de23af259c5659abf5dc4bdf8522f157-3.mp3,Relaxation 75,Relaxation Series,공포,3.46
12280130,http://e-cdn-preview-d.deezer.com/stream/da20f38c3f78f5701d4ef4398092351e-2.mp3,Gritenme Piedras Del Campo,Lola Beltrán,기쁨,3.76
12343704,http://e-cdn-preview-8.deezer.com/stream/877ff515fdfb63383bde77d26e836682-2.mp3,The engine,fuel fandango,기대,2.31
12369894,http://e-cdn-preview-b.deezer.com/stream/bddad8a9be5e827b47c4c6db191d9386-3.mp3,I'm Nobody's Baby,Connie Francis,혐오,4.18
12488724,http://e-cdn-preview-0.deezer.com/stream/01bcbab9d6f5e93d340b7cd8bf27bf57-1.mp3,Where Did My Snowman Go,Petula Clark,분노,4.32
12491045,http://e-cdn-preview-5.deezer.com/stream/526dfd7ba0a140a6f4dfa10cbc8fd3ef-5.mp3,I'm Just Wild About Harry,Judy Garland,기대,4.99
12547602,http://e-cdn-preview-e.deezer.com/stream/ebbdb38e7483bd0dd245ee09bfa00128-1.mp3,Silly Lovesongs - Instrumental Cover,Gary Tesca Orchestra,놀라움,4.48
12561291,http://e-cdn-preview-c.deezer.com/stream/c827ca97752cb8949d0615f91283790b-2.mp3,Tennessee Polka - Original Mono,Red Foley,분노,4.02
12633684,http://e-cdn-preview-8.deezer.com/stream/842c0e3f7f8dc33f7ca1f9280b9ef8de-4.mp3,I Just Found Out,Johnny Burnette,공포,4.35
12650242,http://e-cdn-preview-6.deezer.com/stream/6dadb1606ca4bbf8ed9827de457090c1-0.mp3,No More Heroes (1996 Remastered Version),The Stranglers,기대,2.55
12668977,http://ir.ii.uam.es/~ir/music/a44d29d22db3940fb4a7c409025f1424-3.mp3,Pyar Hai,Adnan Sami,슬픔,2.67
12697219,http://ir.ii.uam.es/~ir/music/316630d176423fbbf74be83f94639dd7-0.mp3,Oh wow !,Paul Urbanek,기대,2.40
12734529,http://e-cdn-preview-2.deezer.com/stream/2b0093cd50a3174c0e3a03490cae314f-3.mp3,A Damsel In Distress - I Can't Be Bothered Now,Fred Astaire,혐오,3.00
12848552,http://e-cdn-preview-a.deezer.com/stream/a02597fed6cb3ac5d9d5404c92fd1bb0-0.mp3,Va t'faire cuire un oeuf,Henri Salvador,분노,4.47
12985555,http://e-cdn-preview-2.deezer.com/stream/2ffe2f0a5c9bf107e8333a17e65e4b49-1.mp3,Negrita,Juan Erlando And His Latin Band,신뢰,2.86
13014284,http://ir.ii.uam.es/~ir/music/cddd61e80c1dcb450d3a553166b571c0-1.mp3,Army...All the Way,Hard Corp,혐오,3.21
13070544,http://e-cdn-preview-5.deezer.com/stream/557088a58f7d80ec3c287cdd810eb0b6-2.mp3,Walk Don't Run,Jean-Pierre Danel,놀라움,4.86
13085516,http://e-cdn-preview-b.deezer.com/stream/b1f0135b2053a7d2e36877101d247b91-2.mp3,Tapame,Costa Chica,슬픔,3.58
13123158,http://e-cdn-preview-0.deezer.com/stream/06b4cd9f829d8c20f8fc990b1b1efe9c-1.mp3,With All Your Soul (Subsector & Red Richards Remix),Red Richards featuring Onetram,기쁨,3.92
13148373,http://e-cdn-preview-f.deezer.com/stream/f2d00d4e1084b7f5b85fb130ac4c7a42-4.mp3,She Builds Quick Machines,Velvet Revolver,신뢰,2.41
13176911,http://e-cdn-preview-0.deezer.com/stream/06e3c115dbae4eb1c0643c18a4b10c68-3.mp3,I Believe,Frankie Laine,슬픔,3.70
13259634,http://e-cdn-preview-4.deezer.com/stream/42a2e4393120d7660edbef109438439c-2.mp3,She's Always A Woman,Peter Hofmann,신뢰,3.26
13280907,http://e-cdn-preview-3.deezer.com/stream/3647011393a0a6b0ed30717db8e0487d-2.mp3,Stardust,Benny Goodman,기쁨,2.42
13382403,http://e-cdn-preview-3.deezer.com/stream/3aa47cd42a0133e78704422d9a264ec3-2.mp3,Sourate Al-Fatiha,Cheik Adil Rayanne,기쁨,2.65
13385260,http://e-cdn-preview-b.deezer.com/stream/b4e308683af5177391e5a86f151bb02a-1.mp3,Six Paganini Etudes in E-Flat Major, S. 141: Ii. Etude Paganini No. 2 ''octaves'',Tamás Vásáry,기대,4.89
13421009,http://e-cdn-preview-9.deezer.com/stream/96555b92c8365b52b93a3d76ccdc3755-2.mp3,Sawed-Off Heads,Tornado Rider,슬픔,2.50
13471586,http://e-cdn-preview-3.deezer.com/stream/31ff3e0a69b6436d1a59ce6fe883eaf9-3.mp3,Hot N Cold (Yelle Remix),Katy Perry,놀라움,2.34
13509734,http://e-cdn-preview-5.deezer.com/stream/515c1d933eb6e9d8ea4fbc62fc5ef25a-0.mp3,Claudette,The Everley Brothers,공포,4.97
13526995,http://e-cdn-preview-3.deezer.com/stream/32e8e30500c0944344722affbe8d0dbe-4.mp3,Florece mi sonrisa,Los Mojados,혐오,4.62
13550230,http://e-cdn-preview-5.deezer.com/stream/5d72d8af99c2031d3cf93de8c5f90555-4.mp3,Reunion,Burkhard Dallwitz,기쁨,3.23
13679251,http://e-cdn-preview-4.deezer.com/stream/452d8ddb9bc42eccd362720522e5c420-3.mp3,Psycho Corpse,Hellfire Sox,신뢰,5.00
13685758,http://e-cdn-preview-2.deezer.com/stream/2ade69b3b4433bd00dc6738bb6679775-0.mp3,Brokenhearted,Phil Manzanera,슬픔,3.41
13749961,http://ir.ii.uam.es/~ir/music/cca6bf861f5d35e823a1cd1c0aa5648f-3.mp3,Under The Hammer (Live at Moles),Kula Shaker,기대,2.81
13779595,http://e-cdn-preview-f.deezer.com/stream/f9c18497648c222414b0133619b93af4-1.mp3,The Lady In Red,Pat Valentino,슬픔,2.98
14012408,http://ir.ii.uam.es/~ir/music/cdadd1a378cd24210ea0795fdda06ab9-2.mp3,Soul Sacrifice,Santana,분노,2.93
14047278,http://ir.ii.uam.es/~ir/music/bf5b34d672d9f96f97cbf5c912ec1c5b-1.mp3,Obelix (Terra Ferma Remix B - Previously Unreleased),Terra Ferma featuring I-Ching,분노,3.43
14147479,http://e-cdn-preview-a.deezer.com/stream/acae3a7bad1c18694e5735e7d3fd8b65-2.mp3,Kyrie Christe Eleison,Benedictine Monks of St.Michael's,혐오,2.33
14150982,http://e-cdn-preview-0.deezer.com/stream/0590c671394cebff45925159976ac806-3.mp3,4-09 Devil May Care,Miles Davis,공포,2.98
14201087,http://e-cdn-preview-d.deezer.com/stream/d2c197d26da7740be9ecaa59f91ff9b9-1.mp3,Willow Weep For Me,Cab Calloway,놀라움,4.82
14201825,http://e-cdn-preview-b.deezer.com/stream/b6ea2ecb7a8588b8f34d6c471627e8e1-1.mp3,Mambo Italiano,Andre Verchuren,혐오,4.72
14218071,http://e-cdn-preview-e.deezer.com/stream/e173a8acd52e13a39eb87fd385df8bd2-1.mp3,One Morning In May,Herbie Mann Sextet,놀라움,2.83
14229391,http://e-cdn-preview-9.deezer.com/stream/90476ad15700263a105ad5258e8de01e-0.mp3,Horitzó,Salva Goñi,혐오,4.91
14245093,http://e-cdn-preview-a.deezer.com/stream/aad9e3c8ef573836471aee941005c778-1.mp3,Murena (Original Mix),Dimitry Liss,슬픔,4.21
14320658,http://e-cdn-preview-b.deezer.com/stream/b9fdc443709f70640242738967930e66-0.mp3,Trunk Music Remix (feat. Kiotti),Clarke Boyz,기쁨,2.06
14440304,http://e-cdn-preview-1.deezer.com/stream/17c20e3bef3fc1e0dbd3574c7bcd9e07-0.mp3,Flicker,Reactor,기대,4.37
14491576,http://e-cdn-preview-9.deezer.com/stream/9aea29d3253b2706a81afc7b91bd72da-10.mp3,Samba de Janeiro,La Banda Latina,공포,4.68
14510923,http://ir.ii.uam.es/~ir/music/db85e7183949fe2974724b5f62dcbaed-1.mp3,Cross Fire (Original Mix),Chuck Beats,슬픔,3.03
14538246,http://e-cdn-preview-8.deezer.com/stream/8aca8e70af83c67e76894734d6104c65-1.mp3,Jean Adam Guilain - Les Quatres Suites pour Orgue "Pièces d'orgue pour le Magnificat" (Suite du Deuxième Ton - Dialogue),Pierre Bardon,놀라움,2.14
14556837,http://e-cdn-preview-f.deezer.com/stream/fb0e01855d96f395f7c6a0e1cedb366e-0.mp3,Too,Orba Squara,신뢰,3.15
14603033,http://ir.ii.uam.es/~ir/music/b7bb91ed3c376f833bc5c3c44fa559a9-0.mp3,Le travail du peintre: vii. Jacques Villon,Christopher Maltman,기쁨,4.66
14663882,http://e-cdn-preview-f.deezer.com/stream/fc70302eacb30a6a079b7c4a25f7e001-3.mp3,Muistojain en anna,Joel Hallikainen,기대,3.30
14693816,http://ir.ii.uam.es/~ir/music/9206cfdd0cf4e306bb60ce7ebaee38c8-3.mp3,Way of Love (Style of Eye Remix),Tocadisco,슬픔,4.75
14757686,http://e-cdn-preview-a.deezer.com/stream/a0013e06d1a9b12ffc78c141a06e0a6a-3.mp3,Rotting,Hatred,분노,4.23
14827425,http://e-cdn-preview-9.deezer.com/stream/9cbb8380b31f7d9c09c2ff0a060e3ca9-0.mp3,Lass die Sonne scheinen,Mario Steffen,분노,3.73
14841167,http://ir.ii.uam.es/~ir/music/f1f7f9931402d94b7849a79cf95a4d37-1.mp3,Mi Adios,La Sonora Santanera,놀라움,3.42
14861779,http://e-cdn-preview-c.deezer.com/stream/c996eddff4e647f4fd618d3a9931aa78-1.mp3,This Magic Moment,The Drifters,기쁨,2.77
14873288,http://e-cdn-preview-b.deezer.com/stream/b6640fc46cfb520ae41c87ea43374ffc-2.mp3,Peace of Mind Angel Music,ヨガ瞑想,신뢰,3.18
14931763,http://ir.ii.uam.es/~ir/music/82fb023ac642b7499465677c6c5ba2d0-4.mp3,Please Come Home for Christmas,Pat Benatar,기쁨,2.68
14954817,http://e-cdn-preview-1.deezer.com/stream/1bb9dd262157937f1c02bc1495c2efb7-4.mp3,Concierto n4 El Invierno. Andar cauteloso,Ara Malikian,분노,4.55
15036397,http://e-cdn-preview-a.deezer.com/stream/abb7e35c0dff5595c3d75f7a47f47226-1.mp3,Theme (From "Battlefield 1942"),London Music Works,분노,4.42
15080702,http://e-cdn-preview-6.deezer.com/stream/60879104cf2fa41cc77b8dc8573ab09d-3.mp3,Carta del Recuerdo,Porto Salvaje,슬픔,2.18
15100914,http://ir.ii.uam.es/~ir/music/77f12d3b52a91fcc96123220d46c54a4-2.mp3,Opera (feat. RockMan) (Sean Finn Edit),Mat's Mattara,신뢰,4.41
15123380,http://e-cdn-preview-4.deezer.com/stream/48ffa731fe617f4d14bbe2b34b172658-3.mp3,A New Baby for Christmas,Johnny Preston,슬픔,4.14
15136498,http://e-cdn-preview-8.deezer.com/stream/81bc19dd3667bc73d7d7ffcbc035c5ce-1.mp3,Mrtvá láska,Hana Zagorova,신뢰,3.61
15148124,http://e-cdn-preview-b.deezer.com/stream/bae3e004486c0421767052af99b0a1e3-1.mp3,God Is Getrouw,Jacques Marcus,신뢰,3.20
15232718,http://e-cdn-preview-c.deezer.com/stream/c68d456db262a9a51ec2b0f1e6fdc6d2-0.mp3,He Aint Heavy Hes My Brother (Neil Diamond Klone Tribute Mix),The Minister of  Soundalikes,신뢰,3.54
15409904,http://e-cdn-preview-f.deezer.com/stream/f4fe97f93bb71e22c691f6eec0c0ce35-1.mp3,Que Vas A Hacer Conmigo,Attaque 77,기대,2.96
15430061,http://e-cdn-preview-c.deezer.com/stream/c78841381ea1164ab2935480cb643682-1.mp3,Uthando,Izingane Zoma,기쁨,2.20
15447602,http://e-cdn-preview-c.deezer.com/stream/ca79e4ccac4db7736f65785ad6da051a-2.mp3,I'll Get By (As Long As I Have You),Harry James & His Orchestra,분노,4.97
15493514,http://e-cdn-preview-4.deezer.com/stream/4feb7120fe22b5d334ceaf0e5dd0f01e-1.mp3,Heimweh nach Wellen, Wind und See,Marinechor der Schwarzmeerflotte,공포,4.78
15597432,http://e-cdn-preview-1.deezer.com/stream/1a71626dc335cf0a2bd4be1d49c91c0e-1.mp3,Long Cool Woman (In a Black Dress),The Hollies,슬픔,3.82
15661190,http://e-cdn-preview-a.deezer.com/stream/ae048b6ae9085a102437644a1433e896-1.mp3,Ta Mig Med Till Världens Ände (Ta Mig Med Til Verdens Ende),Lotta Engbergs,신뢰,4.77
15676309,http://e-cdn-preview-e.deezer.com/stream/e1087fb57a55387e27a5f85a4673f973-1.mp3,Ge mig en chans,blackjack,공포,3.46
15735462,http://e-cdn-preview-7.deezer.com/stream/781110f3ffe62f922f677d969bab12f2-1.mp3,Trust (Gregorythme Remix),Bajka,신뢰,4.33
15792789,http://e-cdn-preview-6.deezer.com/stream/6c02ccba4de5d2eaad023966c7527141-1.mp3,Everything But the Girl,Darin,기쁨,4.04
15825404,http://e-cdn-preview-e.deezer.com/stream/e89e295fb620d71311c268e7a00f6f6e-1.mp3,24 Mila Baci,The Flippers,분노,3.69
15864476,http://e-cdn-preview-9.deezer.com/stream/95ada4aa456dcf88a8a38a12910be44a-2.mp3,Lo devo solo a te,Pupo,기쁨,2.79
16015457,http://e-cdn-preview-f.deezer.com/stream/f7d3037fe78fb16b1224f69c34f86300-0.mp3,Then I’ll Stop Loving You,Jim Reeves,분노,3.95
16033869,http://e-cdn-preview-3.deezer.com/stream/3e517407dc3773110f25548e5711780f-3.mp3,Baby, Baby,Jack Scott,기쁨,4.13
16053451,http://e-cdn-preview-9.deezer.com/stream/9566fc15066857063ec83560a1e51619-0.mp3,Can't Get You Out Of My Head,The C.R.S. Players, Crimson Ensemble,공포,4.78
16082575,http://e-cdn-preview-0.deezer.com/stream/0f2c92cc066007d9bb1640a897f3db18-3.mp3,Downtown,The Bandits,공포,4.65
16103952,http://e-cdn-preview-b.deezer.com/stream/b5dc71f204999ebacaa45ade4304cbdd-1.mp3,St. Matthew Passion, BWV 244: No.77 Recitativo and Chorus - "Nun ist der Herr zur Ruh gebracht",Magda Kalmar, Julia Hamari, Jeunesses Musicales Chorus,신뢰,4.41
16133496,http://e-cdn-preview-a.deezer.com/stream/a7f41d743dfa5aeada4debad2fb7fa2d-1.mp3,Face 2 Face With Deep (Original Mix),Erdal Mauff,분노,2.99
16162722,http://e-cdn-preview-f.deezer.com/stream/fe6bdc1449c1eb1b50ee3a487033f6fa-0.mp3,Pranie na potoku,Trnkári,기쁨,2.63
16169324,http://e-cdn-preview-9.deezer.com/stream/948076af884400da4c8d4f06b57db8fd-2.mp3,Fog Laden Park,Kasar,혐오,2.51
16201983,http://e-cdn-preview-e.deezer.com/stream/e91243f961e44f64bb6433273d5da92e-1.mp3,Hypercube (Extended Mix),BEUORE,혐오,4.10
16256608,http://e-cdn-preview-f.deezer.com/stream/fbc78280653d7d22882ad04e1452ab7f-0.mp3,Scande coeli limina in C, K. 34: II. Cara o pignora,Kurpfälzisches Kammerorchester Mannheim,혐오,3.24
16287865,http://e-cdn-preview-e.deezer.com/stream/e67707a022f39a9c0d25b3267098a67a-0.mp3,Hold Your Head Up High (Live),The Caravans,분노,4.84
